 Degree ° , τ (ms) , Δτ , a (μm) , Δa 
45.0,29.181422406275736,0.5062557279489767,0.8260327434133743,0.04215982932946077
35.0,33.01819358908351,0.13411952969214658,0.5770964493526972,0.04276942635077651
50.0,18.137068290724926,1.0494139319660307,0.6261452517778788,0.043343544387135564
30.0,35.55770994289056,0.19117396469196202,0.46040255871069086,0.04610675013092917
40.0,25.011473632699175,0.3186279925985481,0.5655280285417346,0.033582505164113034
26.6,79.84376435851425,0.5981438267492089,0.8167628421029103,0.0933117910746206
