 Degree ° , τ (ms) , Δτ , a (μm) , Δa 
45.0,38.95352305364807,0.39546899299701593,1.1026496606519463,0.05409808467074117
35.0,43.67311241837479,0.17753552235153452,0.7633245604677207,0.05657118273603024
50.0,25.428354653008924,0.3728658846001899,0.8778620266125204,0.03575620520041601
30.0,53.35226089106224,0.16459578240296935,0.690807070159945,0.06911357364987922
40.0,33.44250391689013,0.28029169631001793,0.7561598963482227,0.04431281647163143
26.6,95.89786089947393,0.17481859442542558,0.9809884347153968,0.11184697901090053
